Group,HomePlanet,CryoSleep,Deck,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
4030,1.0,1.0,7.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4030,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4030,1.0,1.0,7.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4030,1.0,0.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4031,2.0,1.0,3.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4033,2.0,0.0,3.0,3.0,49.0,0.0,2025.0,7167.0,0.0,2456.0,47.0,True
4034,3.0,1.0,5.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4035,1.0,1.0,7.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4036,1.0,0.0,7.0,1.0,22.0,0.0,7.0,61.0,110.0,708.0,0.0,False
4037,1.0,1.0,7.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4038,1.0,1.0,7.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4039,1.0,0.0,6.0,1.0,24.0,0.0,714.0,0.0,4.0,49.0,11.0,False
4040,1.0,1.0,7.0,1.0,34.0,0.0,0.0,0.0,0.0,142.0,0.0,False
4042,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,876.0,True
4042,2.0,1.0,1.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4044,3.0,0.0,6.0,1.0,32.0,0.0,536.0,0.0,736.0,118.0,0.0,False
4044,3.0,0.0,6.0,1.0,2.0,0.0,0.0,54.0,0.0,0.0,0.0,True
4044,3.0,1.0,6.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4045,3.0,0.0,4.0,1.0,49.0,0.0,1417.0,0.0,531.0,1348.0,192.0,False
4046,1.0,1.0,7.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4047,1.0,1.0,7.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4049,2.0,1.0,1.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4050,2.0,0.0,1.0,3.0,36.0,0.0,0.0,1302.0,0.0,2067.0,10173.0,False
4053,1.0,1.0,7.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4055,1.0,0.0,6.0,1.0,21.0,0.0,3.0,34.0,600.0,0.0,8.0,False
4058,1.0,0.0,7.0,1.0,36.0,0.0,437.0,442.0,0.0,2.0,1.0,False
4060,1.0,0.0,6.0,1.0,54.0,0.0,880.0,2.0,531.0,2.0,0.0,False
4061,3.0,0.0,4.0,1.0,30.0,0.0,1851.0,0.0,378.0,0.0,155.0,False
4061,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4061,3.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,110.0,0.0,True
4063,1.0,1.0,7.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4064,1.0,0.0,6.0,1.0,47.0,0.0,939.0,1477.0,133.0,0.0,0.0,True
4065,1.0,0.0,7.0,1.0,25.0,0.0,1339.0,1.0,360.0,0.0,0.0,False
4066,2.0,0.0,2.0,3.0,18.0,0.0,0.0,30.0,0.0,67.0,2790.0,False
4066,2.0,1.0,2.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4068,2.0,0.0,4.0,1.0,27.0,0.0,145.0,1381.0,0.0,148.0,2181.0,False
4069,1.0,0.0,6.0,3.0,24.0,0.0,0.0,0.0,2433.0,0.0,53.0,True
4071,2.0,1.0,2.0,3.0,22.0,0.0,0.0,0.0,151.0,0.0,876.0,True
4072,1.0,1.0,7.0,1.0,60.0,0.0,0.0,0.0,133.0,0.0,0.0,True
4075,2.0,0.0,3.0,1.0,38.0,0.0,1901.0,1276.0,0.0,7561.0,12.0,False
4076,1.0,0.0,5.0,1.0,23.0,0.0,1616.0,0.0,1.0,0.0,2.0,False
4078,1.0,1.0,7.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4079,3.0,0.0,6.0,3.0,55.0,0.0,1680.0,0.0,1.0,0.0,6.0,False
4080,1.0,0.0,6.0,3.0,20.0,0.0,719.0,0.0,10.0,0.0,0.0,False
4081,1.0,0.0,7.0,3.0,50.0,0.0,451.0,132.0,195.0,31.0,0.0,False
4082,3.0,0.0,5.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4083,2.0,0.0,3.0,1.0,21.0,0.0,0.0,6190.0,1828.0,7.0,35.0,True
4084,2.0,0.0,4.0,1.0,26.0,0.0,0.0,1549.0,0.0,0.0,766.0,True
4089,2.0,0.0,1.0,1.0,36.0,0.0,0.0,2177.0,0.0,1097.0,144.0,True
4090,3.0,0.0,4.0,1.0,46.0,0.0,227.0,0.0,1546.0,3.0,2.0,True
4091,1.0,0.0,6.0,1.0,26.0,0.0,0.0,586.0,1.0,0.0,58.0,True
4093,1.0,0.0,6.0,1.0,24.0,0.0,0.0,20.0,0.0,14.0,659.0,False
4095,1.0,0.0,7.0,3.0,14.0,0.0,834.0,1080.0,3.0,183.0,208.0,False
4096,3.0,0.0,6.0,1.0,46.0,0.0,949.0,0.0,128.0,3.0,41.0,True
4097,1.0,0.0,5.0,1.0,15.0,0.0,0.0,840.0,123.0,0.0,20.0,False
4098,1.0,1.0,7.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4101,3.0,0.0,6.0,1.0,38.0,0.0,1100.0,43.0,163.0,3.0,0.0,False
4102,2.0,1.0,2.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4103,1.0,1.0,7.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4104,1.0,0.0,7.0,1.0,41.0,0.0,1025.0,0.0,0.0,0.0,0.0,False
4106,1.0,0.0,7.0,1.0,43.0,0.0,0.0,831.0,78.0,0.0,0.0,True
4107,1.0,0.0,7.0,1.0,23.0,0.0,0.0,0.0,489.0,5.0,276.0,False
4108,2.0,1.0,2.0,3.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4108,2.0,0.0,2.0,1.0,47.0,0.0,27.0,2651.0,538.0,18.0,0.0,True
4109,1.0,0.0,6.0,1.0,19.0,0.0,169.0,399.0,133.0,97.0,0.0,True
4110,1.0,0.0,5.0,1.0,25.0,0.0,0.0,38.0,0.0,847.0,112.0,False
4112,1.0,1.0,7.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4113,2.0,1.0,2.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4113,2.0,0.0,2.0,1.0,45.0,0.0,0.0,2524.0,0.0,166.0,1.0,True
4114,3.0,1.0,5.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4115,1.0,1.0,7.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4116,1.0,0.0,6.0,1.0,21.0,0.0,40.0,0.0,736.0,0.0,0.0,True
4125,1.0,1.0,7.0,2.0,22.0,0.0,0.0,0.0,133.0,0.0,0.0,True
4128,3.0,0.0,6.0,1.0,54.0,1.0,111.0,0.0,1144.0,8.0,23.0,False
4128,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4128,3.0,1.0,6.0,1.0,4.0,0.0,0.0,54.0,0.0,0.0,0.0,True
4129,1.0,0.0,6.0,1.0,23.0,0.0,15.0,1.0,777.0,3.0,3.0,False
4130,3.0,1.0,6.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4131,2.0,1.0,3.0,1.0,34.0,0.0,0.0,0.0,0.0,848.0,0.0,True
4132,1.0,1.0,7.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4134,1.0,1.0,7.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4135,3.0,0.0,6.0,1.0,58.0,0.0,850.0,0.0,22.0,1493.0,0.0,False
4137,1.0,0.0,6.0,3.0,39.0,0.0,664.0,0.0,0.0,40.0,0.0,False
4140,1.0,0.0,6.0,2.0,23.0,0.0,40.0,15.0,30.0,0.0,637.0,False
4141,1.0,0.0,7.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4142,2.0,1.0,3.0,1.0,43.0,0.0,0.0,0.0,151.0,0.0,0.0,True
4143,3.0,1.0,5.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4144,1.0,0.0,5.0,1.0,36.0,0.0,19.0,476.0,0.0,5.0,290.0,False
4145,1.0,0.0,6.0,2.0,13.0,0.0,16.0,0.0,87.0,544.0,0.0,False
4147,2.0,0.0,3.0,1.0,54.0,0.0,0.0,1501.0,0.0,3200.0,0.0,True
4147,2.0,1.0,3.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4150,1.0,0.0,6.0,1.0,46.0,0.0,0.0,1029.0,0.0,0.0,0.0,True
4151,1.0,1.0,7.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4152,1.0,0.0,6.0,1.0,35.0,0.0,89.0,0.0,0.0,545.0,0.0,False
4154,3.0,1.0,6.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4158,1.0,0.0,5.0,1.0,27.0,0.0,0.0,0.0,580.0,211.0,0.0,False
4159,1.0,0.0,6.0,1.0,15.0,0.0,137.0,2.0,15.0,5.0,842.0,False
4160,3.0,0.0,6.0,1.0,27.0,1.0,661.0,54.0,991.0,46.0,0.0,True
4163,1.0,1.0,7.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4165,1.0,0.0,7.0,1.0,37.0,0.0,246.0,0.0,703.0,5.0,0.0,True
4166,2.0,1.0,2.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4166,2.0,0.0,2.0,3.0,58.0,1.0,0.0,279.0,3627.0,122.0,30.0,True
4168,1.0,0.0,6.0,1.0,38.0,0.0,0.0,18.0,30.0,0.0,832.0,False
4168,1.0,0.0,5.0,1.0,28.0,0.0,0.0,241.0,6.0,0.0,542.0,False
4169,2.0,1.0,4.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4169,2.0,0.0,4.0,1.0,41.0,0.0,0.0,1562.0,0.0,2.0,16.0,True
4170,2.0,1.0,2.0,1.0,28.0,0.0,145.0,0.0,0.0,0.0,0.0,True
4171,1.0,1.0,7.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4172,3.0,1.0,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4172,3.0,0.0,6.0,1.0,58.0,0.0,12.0,0.0,186.0,2436.0,4.0,False
4172,3.0,0.0,6.0,3.0,24.0,0.0,1363.0,0.0,50.0,0.0,0.0,False
4172,3.0,0.0,6.0,1.0,56.0,0.0,128.0,0.0,959.0,0.0,42.0,False
4172,3.0,1.0,6.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4172,3.0,0.0,4.0,1.0,19.0,0.0,154.0,170.0,2074.0,0.0,0.0,True
4173,1.0,0.0,5.0,1.0,27.0,0.0,0.0,0.0,0.0,658.0,133.0,False
4174,1.0,0.0,6.0,1.0,47.0,0.0,59.0,1.0,327.0,557.0,0.0,False
4175,1.0,0.0,6.0,3.0,37.0,0.0,0.0,89.0,15.0,20.0,592.0,False
4176,3.0,1.0,6.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4176,3.0,1.0,6.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4176,3.0,0.0,6.0,1.0,20.0,0.0,760.0,0.0,742.0,352.0,0.0,True
4176,3.0,0.0,6.0,1.0,38.0,0.0,490.0,663.0,358.0,855.0,0.0,False
4176,3.0,0.0,4.0,1.0,46.0,0.0,247.0,0.0,418.0,480.0,36.0,False
4176,3.0,1.0,6.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4176,3.0,0.0,6.0,3.0,24.0,0.0,612.0,326.0,46.0,87.0,0.0,True
4177,2.0,1.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4177,2.0,0.0,2.0,3.0,44.0,0.0,36.0,588.0,0.0,1675.0,3597.0,False
4178,1.0,0.0,7.0,1.0,19.0,0.0,0.0,0.0,4.0,6.0,773.0,False
4179,2.0,0.0,1.0,1.0,30.0,1.0,0.0,1172.0,183.0,91.0,0.0,True
4179,2.0,1.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4181,2.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4181,2.0,1.0,7.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4181,2.0,1.0,3.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4181,2.0,0.0,3.0,3.0,31.0,0.0,2.0,8747.0,0.0,4840.0,14485.0,False
4181,2.0,0.0,3.0,3.0,41.0,1.0,0.0,9463.0,0.0,1022.0,1562.0,True
4182,2.0,0.0,1.0,3.0,33.0,0.0,0.0,2020.0,0.0,1817.0,182.0,False
4182,2.0,0.0,1.0,1.0,43.0,0.0,0.0,124.0,0.0,3975.0,186.0,False
4182,2.0,0.0,1.0,3.0,43.0,1.0,0.0,3172.0,0.0,26.0,4376.0,False
4183,1.0,0.0,6.0,1.0,36.0,0.0,1367.0,108.0,133.0,0.0,77.0,False
4184,1.0,0.0,6.0,3.0,19.0,0.0,558.0,0.0,353.0,0.0,8.0,False
4185,1.0,0.0,7.0,1.0,24.0,0.0,0.0,1725.0,0.0,0.0,0.0,True
4186,1.0,1.0,7.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4188,1.0,0.0,6.0,1.0,23.0,0.0,1277.0,84.0,0.0,240.0,598.0,True
4189,1.0,0.0,7.0,3.0,17.0,0.0,558.0,0.0,3.0,0.0,1226.0,False
4191,3.0,0.0,4.0,1.0,18.0,0.0,950.0,1.0,236.0,754.0,0.0,False
4194,3.0,1.0,6.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4196,1.0,1.0,7.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4197,1.0,0.0,6.0,1.0,66.0,0.0,610.0,2549.0,0.0,17.0,0.0,True
4197,1.0,0.0,6.0,1.0,27.0,0.0,0.0,867.0,0.0,128.0,363.0,True
4197,1.0,0.0,7.0,1.0,19.0,0.0,1620.0,0.0,4.0,0.0,82.0,False
4199,1.0,0.0,6.0,1.0,55.0,0.0,0.0,198.0,703.0,1.0,0.0,True
4203,3.0,0.0,4.0,1.0,40.0,0.0,0.0,0.0,1.0,293.0,667.0,False
4204,1.0,1.0,7.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4204,1.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4204,1.0,1.0,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4205,1.0,0.0,6.0,1.0,37.0,0.0,0.0,886.0,0.0,58.0,441.0,False
4206,1.0,0.0,6.0,1.0,22.0,0.0,0.0,13.0,524.0,7.0,0.0,False
4207,2.0,1.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4207,2.0,1.0,2.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4208,3.0,0.0,4.0,3.0,37.0,0.0,326.0,0.0,455.0,2.0,0.0,False
4210,2.0,1.0,3.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4210,2.0,1.0,3.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4211,2.0,1.0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4212,1.0,1.0,7.0,1.0,28.0,0.0,0.0,0.0,0.0,283.0,0.0,True
4213,1.0,0.0,7.0,2.0,23.0,0.0,4.0,157.0,142.0,142.0,196.0,False
4214,2.0,0.0,5.0,1.0,23.0,0.0,3.0,343.0,0.0,4280.0,0.0,False
4215,3.0,0.0,4.0,1.0,34.0,1.0,992.0,0.0,14.0,0.0,0.0,False
4216,2.0,1.0,2.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4216,2.0,1.0,2.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4218,3.0,1.0,6.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4218,3.0,0.0,6.0,1.0,30.0,0.0,176.0,0.0,2310.0,0.0,47.0,True
4219,3.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,110.0,0.0,True
4219,3.0,0.0,6.0,1.0,40.0,0.0,1268.0,0.0,0.0,0.0,0.0,False
4219,3.0,0.0,6.0,1.0,32.0,0.0,1331.0,416.0,0.0,665.0,64.0,False
4220,1.0,0.0,5.0,1.0,31.0,0.0,553.0,224.0,9.0,1.0,0.0,False
4221,1.0,0.0,6.0,1.0,13.0,0.0,27.0,81.0,1080.0,0.0,0.0,True
4222,1.0,0.0,7.0,1.0,29.0,0.0,37.0,0.0,167.0,608.0,0.0,False
4222,1.0,0.0,5.0,1.0,28.0,0.0,0.0,53.0,0.0,732.0,6.0,False
4223,3.0,0.0,6.0,3.0,19.0,0.0,1184.0,88.0,0.0,0.0,334.0,True
4223,3.0,0.0,5.0,3.0,24.0,0.0,469.0,0.0,308.0,196.0,0.0,True
4225,3.0,1.0,5.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4229,1.0,0.0,6.0,3.0,13.0,0.0,406.0,0.0,1670.0,0.0,427.0,False
4230,1.0,0.0,6.0,1.0,21.0,0.0,0.0,0.0,23.0,820.0,22.0,False
4231,1.0,0.0,6.0,3.0,24.0,0.0,0.0,0.0,1435.0,10.0,0.0,True
4232,2.0,0.0,2.0,1.0,47.0,0.0,0.0,4983.0,0.0,173.0,43.0,True
4233,2.0,0.0,2.0,1.0,27.0,0.0,0.0,144.0,76.0,184.0,3932.0,False
4237,1.0,0.0,5.0,1.0,18.0,0.0,0.0,0.0,774.0,0.0,13.0,True
4238,2.0,1.0,2.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4239,1.0,0.0,6.0,1.0,68.0,0.0,0.0,1.0,223.0,580.0,0.0,False
4242,3.0,1.0,6.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4243,3.0,0.0,4.0,1.0,36.0,0.0,3002.0,21.0,150.0,0.0,0.0,False
4244,1.0,0.0,6.0,1.0,17.0,0.0,0.0,628.0,0.0,66.0,449.0,True
4245,1.0,1.0,7.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4246,1.0,0.0,7.0,1.0,30.0,0.0,0.0,10.0,0.0,3840.0,329.0,False
4249,2.0,0.0,2.0,1.0,58.0,0.0,0.0,2946.0,0.0,101.0,387.0,True
4249,2.0,1.0,2.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4249,2.0,0.0,2.0,3.0,20.0,0.0,354.0,1546.0,323.0,284.0,315.0,True
4251,1.0,0.0,6.0,1.0,29.0,0.0,715.0,0.0,133.0,698.0,106.0,False
4252,1.0,0.0,6.0,1.0,15.0,0.0,156.0,1.0,1132.0,192.0,33.0,True
4253,1.0,0.0,7.0,1.0,30.0,0.0,488.0,0.0,242.0,0.0,79.0,False
4254,2.0,0.0,2.0,3.0,33.0,0.0,5493.0,9401.0,23.0,3013.0,303.0,False
4254,2.0,1.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4254,2.0,0.0,2.0,1.0,62.0,0.0,0.0,22.0,0.0,3314.0,22.0,False
4255,1.0,1.0,7.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4256,1.0,0.0,6.0,1.0,27.0,0.0,6.0,0.0,0.0,768.0,1141.0,False
4256,1.0,1.0,7.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4256,1.0,1.0,7.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4256,1.0,0.0,6.0,1.0,19.0,0.0,571.0,0.0,0.0,97.0,813.0,True
4256,1.0,0.0,7.0,1.0,37.0,0.0,0.0,0.0,115.0,671.0,0.0,False
4256,1.0,1.0,7.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4256,1.0,0.0,7.0,1.0,29.0,0.0,13.0,0.0,664.0,74.0,101.0,False
4256,1.0,0.0,6.0,3.0,44.0,0.0,0.0,0.0,608.0,0.0,91.0,False
4257,1.0,0.0,6.0,1.0,19.0,0.0,0.0,265.0,882.0,2.0,293.0,False
4258,2.0,0.0,1.0,1.0,39.0,0.0,0.0,266.0,0.0,1254.0,197.0,False
4258,2.0,0.0,1.0,1.0,63.0,0.0,0.0,490.0,1.0,2882.0,18.0,False
4258,2.0,0.0,1.0,1.0,39.0,0.0,9.0,1525.0,0.0,0.0,146.0,False
4259,3.0,1.0,6.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4260,1.0,1.0,7.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4261,3.0,0.0,4.0,3.0,56.0,0.0,412.0,492.0,9.0,117.0,33.0,True
4262,2.0,1.0,3.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4262,2.0,0.0,3.0,3.0,26.0,0.0,1.0,1269.0,4790.0,270.0,5116.0,False
4264,1.0,0.0,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1300.0,False
4266,1.0,1.0,7.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4267,1.0,1.0,7.0,1.0,13.0,0.0,137.0,0.0,0.0,0.0,0.0,True
4267,1.0,0.0,6.0,1.0,32.0,0.0,0.0,0.0,1020.0,0.0,0.0,True
4271,2.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4272,1.0,0.0,6.0,1.0,55.0,0.0,0.0,252.0,1.0,0.0,553.0,True
4273,1.0,0.0,6.0,2.0,19.0,0.0,0.0,2.0,0.0,669.0,0.0,False
4274,1.0,0.0,7.0,1.0,24.0,0.0,0.0,717.0,222.0,8.0,1.0,True
4278,2.0,0.0,3.0,1.0,32.0,0.0,401.0,3724.0,5.0,422.0,62.0,True
4280,3.0,0.0,5.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4289,3.0,1.0,6.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4291,1.0,1.0,7.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4292,2.0,0.0,1.0,3.0,28.0,0.0,0.0,31.0,0.0,1283.0,871.0,True
4293,1.0,0.0,6.0,1.0,52.0,0.0,0.0,559.0,0.0,0.0,0.0,True
4294,1.0,0.0,7.0,1.0,29.0,0.0,646.0,91.0,13.0,0.0,0.0,True
4295,3.0,0.0,4.0,3.0,23.0,0.0,49.0,0.0,2716.0,0.0,0.0,True
4295,3.0,1.0,6.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4296,1.0,1.0,7.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4297,2.0,0.0,2.0,3.0,41.0,0.0,14.0,6777.0,81.0,604.0,2936.0,False
4300,1.0,1.0,7.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4301,2.0,1.0,5.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4302,1.0,1.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4303,1.0,0.0,6.0,3.0,15.0,0.0,36.0,841.0,0.0,0.0,0.0,True
4303,1.0,0.0,7.0,1.0,38.0,0.0,0.0,668.0,84.0,267.0,0.0,False
4305,1.0,0.0,6.0,1.0,56.0,0.0,0.0,779.0,12.0,3.0,35.0,False
4305,1.0,1.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4305,1.0,1.0,7.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4306,3.0,0.0,6.0,3.0,22.0,0.0,1371.0,0.0,235.0,0.0,0.0,True
4309,1.0,0.0,5.0,1.0,37.0,0.0,0.0,0.0,785.0,3.0,0.0,False
4309,1.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4311,1.0,0.0,6.0,1.0,22.0,0.0,563.0,521.0,364.0,0.0,0.0,False
4312,2.0,0.0,2.0,1.0,26.0,0.0,0.0,137.0,0.0,0.0,7629.0,False
4315,1.0,0.0,5.0,1.0,22.0,0.0,0.0,3.0,486.0,0.0,228.0,True
4317,3.0,0.0,4.0,1.0,24.0,0.0,439.0,0.0,2140.0,0.0,0.0,True
4318,3.0,1.0,6.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4319,1.0,0.0,7.0,1.0,48.0,0.0,2.0,0.0,83.0,589.0,233.0,False
4320,1.0,0.0,5.0,1.0,24.0,0.0,786.0,0.0,0.0,7.0,0.0,False
4324,3.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4324,3.0,1.0,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4324,3.0,0.0,6.0,1.0,25.0,0.0,412.0,0.0,567.0,775.0,0.0,False
4324,3.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4327,1.0,0.0,6.0,1.0,20.0,0.0,0.0,187.0,712.0,0.0,0.0,True
4329,1.0,0.0,6.0,1.0,22.0,0.0,39.0,0.0,63.0,3.0,654.0,False
4330,3.0,0.0,4.0,3.0,28.0,0.0,427.0,0.0,754.0,0.0,0.0,True
4332,1.0,1.0,7.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4333,2.0,0.0,2.0,3.0,28.0,0.0,0.0,3345.0,0.0,2143.0,27.0,False
4334,2.0,1.0,1.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4335,3.0,1.0,5.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4336,2.0,0.0,3.0,1.0,29.0,1.0,267.0,1418.0,257.0,843.0,0.0,True
4336,2.0,1.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4336,2.0,0.0,3.0,3.0,40.0,0.0,2320.0,0.0,4874.0,3131.0,498.0,True
4337,3.0,0.0,6.0,1.0,49.0,0.0,22.0,0.0,1129.0,0.0,77.0,True
4338,2.0,0.0,3.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4338,2.0,0.0,3.0,1.0,41.0,0.0,0.0,545.0,0.0,2740.0,293.0,True
4338,2.0,0.0,3.0,3.0,44.0,0.0,0.0,14201.0,0.0,22.0,584.0,True
4339,3.0,0.0,6.0,1.0,47.0,0.0,2044.0,0.0,95.0,0.0,120.0,False
4340,1.0,0.0,6.0,1.0,22.0,0.0,0.0,0.0,945.0,0.0,4.0,True
4343,1.0,1.0,7.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,True
4344,1.0,0.0,6.0,1.0,18.0,0.0,0.0,35.0,661.0,0.0,63.0,True
4345,1.0,0.0,7.0,1.0,28.0,0.0,0.0,1125.0,3.0,562.0,7.0,False
4346,1.0,0.0,5.0,3.0,22.0,0.0,429.0,2.0,232.0,0.0,59.0,True
4347,1.0,0.0,7.0,1.0,50.0,0.0,444.0,0.0,408.0,0.0,0.0,False
